Id,Price
725,163759.6628841476
15856,224930.76787998265
5480,265706.2294361007
15664,301318.9848489206
14275,150533.7311030289
7633,205282.62915929419
13329,174410.8737869494
5502,228573.68927631935
4220,286463.1418631103
11538,214138.2966698338
15975,231929.20908705686
3310,214151.17643637065
9286,144893.71654564136
11260,200696.01488155362
5214,100356.76958222552
11307,184710.5399017769
13543,410283.9727437518
615,183459.72042973735
3495,217842.28171272256
2321,240525.0167919218
12046,194166.02764451885
16688,139572.50743594274
12694,230640.51646820878
783,164257.07460528344
8968,166575.39161037045
13454,184080.03648294826
12190,271265.52393910877
11160,112468.93575463418
10291,182901.11023192934
891,287568.5131970517
2982,181648.78892322312
3818,268086.752662661
2449,176571.9480324735
8317,170495.5641127604
4922,182215.67689860598
1257,234251.75454583083
9348,182426.16426118553
4176,174791.86455207132
10704,158927.6102255943
6624,111262.76163239866
5428,207058.17393555932
12749,168319.96822368942
8994,172736.7935985556
11513,149168.2639212773
3047,208792.64392237723
9519,209910.17181357826
12309,228979.3421507567
14081,263946.26931098296
8334,253080.73532281234
6343,190120.92882718332
14788,133190.31697209974
15748,301817.69530311675
153,249186.53539942374
14149,174883.76199853385
269,172831.0119007729
5452,136575.82133020955
721,113191.93271089566
5079,349596.1511734331
2831,105816.10282204236
10614,114411.08155125863
10131,309992.6842081461
9996,315230.1290072199
3061,181922.04747618793
11733,340251.8769429516
3726,220135.86101341044
10929,227345.76676552874
9011,271796.7051181255
16182,288117.4028599804
4976,180167.48015782345
9897,233578.08040534102
1872,171797.26596677094
9205,341085.75343733333
5403,374083.94072406157
14074,199009.31102048355
6268,146934.4975495878
14232,153663.49045975934
8532,211605.93812115127
7034,332997.06981729844
6553,450975.7392855603
3133,170191.9182084318
8596,216387.15450737753
12389,261613.77817785836
14462,178271.7947886543
8860,297007.2927236522
8377,296068.4475554635
6367,332169.80125091976
6917,255714.75106426928
4216,199832.54967139114
5806,170407.55982167728
5438,191387.0823196427
6632,213033.65919892996
2650,154176.07784995873
5396,161863.66931225668
4044,147088.84115270042
1345,251826.18124138686
856,172724.8816315107
12791,261657.0832857745
12499,215328.33890217484
12249,129102.6826385692
14641,140723.39201521085
1919,158884.76490014256
7848,185302.3114722141
10749,184625.29641025967
15554,182955.25951472096
15834,213607.6783545881
1355,147871.61392616454
15451,178701.95117779705
12401,213979.94098325915
10290,168683.52564426995
9462,129395.4823124236
3103,227552.92401013972
3420,139602.2688512627
12262,236600.48076464896
5032,143718.38794840735
8949,319941.02745482075
15567,230191.07771596627
16389,162172.85603763603
7809,89418.66522585673
8990,184433.55433889522
16089,236502.45962204208
12743,97574.14923020797
5132,122482.35796972353
1619,289384.2021961265
2428,84570.82100394856
16741,163537.27788741293
13193,219368.24108616632
12588,544327.5847553721
5067,167247.56391020594
14685,126787.46532175575
2292,172137.7016091973
5746,123051.59430753234
12578,157006.51693468587
14834,188668.62591516707
2147,166551.07131487006
8222,129103.18160268104
10419,261296.30157863707
11492,209593.36950973063
3006,228125.9646122752
8761,187932.4203416325
15371,309006.18133855966
16367,155965.80293762177
6317,262983.176032386
10878,256587.09335152162
3895,153346.57756043726
8041,160840.66265414245
13428,493736.5635513603
14669,140411.38667913576
1006,178826.79918474026
12271,178352.32446652904
3764,370479.24371215346
7675,208958.57934302185
11709,279435.1082582102
8629,145211.12589692837
1105,338130.9833249681
6096,190768.8662504117
11727,212871.78164819136
5157,165493.38844711694
3679,144046.12227184873
1755,137481.85764363152
7391,203064.27084052985
7425,101092.3940186905
6882,365630.2398090039
10752,414120.6984626799
7472,213741.23864329458
14320,97907.84031501248
9596,157837.02676753502
5317,203684.3998249451
7378,91729.95327613753
16154,186531.22277535993
3464,202537.81308850713
4197,234509.92219701313
9477,111336.28549175424
12705,192755.61325883504
16426,198249.4763601925
1481,68198.52194783151
9946,255758.8373297743
12025,222531.92545626243
5341,222109.08230858628
9923,270873.59759538714
7953,269745.0103769962
11066,258973.94347564343
5037,172964.8223328119
2509,182510.66048872191
4937,320190.8941418068
12089,352902.90299921925
4964,170334.64349309556
16500,247299.95591670103
4625,140910.71506429746
2363,462881.7452711391
8148,183575.11302435654
3804,192943.16768596056
4584,152923.65116382285
10694,108911.82020939792
2691,165455.8180097853
2983,208805.05620658674
13563,442694.57817958365
10747,211978.19867944598
1721,210349.64946013727
2789,280269.2302513412
7214,257137.7553995104
8659,228006.426717141
5107,314972.8303782403
3843,226575.6987309359
14610,372519.7454399346
15505,162946.68405235754
5060,259754.28266257828
16055,267472.4399272199
14963,212941.95525050227
4118,140631.16853421627
1672,180412.42224174377
3209,174299.78312088377
16515,143165.3862676543
973,180887.388578369
12529,184270.07548077588
5896,118203.55427160907
5450,293573.0099779084
3249,160093.26616282202
8911,179646.19696944006
5898,249627.5060256853
1024,179730.8854350824
4766,208228.35779334328
15804,179457.66448003464
14303,188166.25946419768
10707,181602.3885212497
6605,209518.55474324108
1138,357726.2542070895
14088,429594.42717186117
9154,184401.35267989594
8190,209357.74971984897
398,254062.70387495297
13302,277683.37817905
9696,169292.57148349675
16786,119305.17701404644
16230,208574.34161851098
6552,186856.63452983726
923,199114.0309677797
9602,302130.0144744366
5857,243012.29733641632
8120,158996.36312335628
7134,186104.80414872573
11726,172706.39476458018
8069,119548.78293671101
12420,169627.572505119
8604,198416.3402347182
4854,301157.5176790284
12212,200853.57455658636
12099,361029.51521573286
3882,462240.64970060735
6995,369567.50736510195
10172,223114.11748813867
11672,295557.85614681354
12897,273859.67325238173
16097,230786.5442301074
6779,254351.0354142226
11199,205247.93553337903
10816,366980.8653290101
143,473721.4960890949
5399,269279.35233822337
3286,159790.87514216988
13706,178018.7691411448
1935,396081.811810097
16000,190838.3759600786
2860,196604.57919877252
11407,215039.1701059812
16378,247453.8346642986
12278,164946.36021218894
3842,194640.69432113733
2692,337564.7204335406
7699,187280.1668531908
6825,289587.0993348055
7268,289411.3870529558
1477,355023.67254052736
9887,187339.11334815272
9436,189176.22900908356
3179,266873.6617197158
1350,427502.0612405414
10643,214334.11196221
5793,254554.72079825803
11494,381147.33887345763
4206,184962.5827407726
12419,234385.3531322723
8530,226507.7147980569
5985,176457.1937452737
8908,189277.19167931646
256,123966.11228577641
7234,167030.72423985248
5648,214136.00389050454
3014,216212.8878400056
2184,190728.5676248606
9189,295515.21597440477
14884,188472.42108504756
10333,165264.7096378871
15896,134699.51957780053
13269,144663.2842627053
8603,210546.85097220942
15087,169125.18868518632
4344,194458.99640119338
7981,68134.14186025545
10908,250509.30849599003
6190,160431.69331824232
11742,220959.75594595805
9224,145636.6053699641
14667,223976.99299402398
458,172004.58577924594
2464,323667.7361768791
12320,250012.91085500008
278,183580.12299049128
2912,207463.3911693321
6698,217814.89357781547
4510,125910.17219138712
4183,189889.09455381765
5551,211820.02870229218
12187,181969.17234718378
7948,223621.52273179794
10808,194164.86977273037
12432,190757.35818456448
5356,173579.4314531035
8984,560553.2503659929
9203,183542.63246757688
15412,84218.68757623839
12041,134293.20313802685
7644,262152.22204379074
7071,196013.2665989954
10685,178165.7774606251
6763,290160.73226905894
940,136781.66352595293
14959,205369.57252183234
1338,157468.63783769708
5351,139181.3590205586
6524,193757.8346561972
12516,148044.27035863194
3288,264405.31727203936
3146,225227.44917322186
3954,184145.78841361753
11955,182110.165518384
1211,209768.73011731904
15668,216430.78623325736
1320,83597.2713952857
9108,163768.90124242014
16482,390175.6710733334
5017,146201.3747179343
8290,213056.2381409576
4304,419833.8467359835
1930,214738.44494933984
12530,173570.38826264904
11295,341394.11706186464
3002,147448.77915054615
15483,168227.95730203163
11525,199836.29390250103
13978,126765.68868756079
4885,159157.51078007612
8325,178639.7723905313
3630,126709.13267768755
9165,158046.5537104004
13945,211698.86889982157
10663,193010.7601982644
14803,181135.39500348686
7621,178916.64363242337
8205,229078.79590091828
10387,201491.8572399019
5457,146681.4887789448
10234,346616.7061317444
6251,182032.4712924756
701,261155.08388511796
7930,172992.15001620442
15028,147678.2511040005
12172,73210.69120596703
5805,181345.07542151463
7411,313193.66718319
14806,181916.6171632578
7890,165909.60575702426
10440,146917.42676116686
14926,163978.493967048
5381,145702.19139646043
3800,361424.35355419933
10511,227488.31542276804
9324,220491.4719335253
3313,231877.45575892823
7351,157020.08967521292
8459,187989.51714052566
9957,132546.53121727676
12024,159034.06950906164
4380,253180.4646834792
5042,119727.93482280638
13289,152834.5824621861
13407,346328.11722966045
13258,153012.80384737218
15993,277973.8383024724
12525,185516.11278575857
4062,215968.24082337774
12065,294868.47499351896
8227,171934.08681751523
11333,165423.2495648981
2867,137331.246115197
3319,262722.9978365634
3523,284344.2177797686
7055,204499.96677852236
14930,170883.7410191378
3444,131687.06826635395
2940,301264.9035692341
6935,322755.30773009954
16116,422453.84655361134
13370,237189.82138507458
6103,229654.80259057018
7446,170525.10722332404
1859,174729.75892639795
4079,170398.2825755962
3228,178126.95196057737
9665,162813.015851684
15957,393462.8360267455
11533,181653.95231250103
2314,121155.96027866792
4096,203088.14649247547
13437,176039.9420393413
5980,203077.17880488094
2008,192612.70908440367
6754,193532.70355588227
4129,159398.04857738086
14557,255405.60709624912
7096,330608.58297264663
14297,269633.37962916744
3967,259454.65259655667
16485,98133.85401018569
13075,308239.94348864385
14289,186626.07630248702
10988,165066.36438787065
3230,149804.08507590537
13250,174043.30640692153
2559,169144.39619843476
7739,344702.7270857597
7213,161554.59338746616
6639,219003.44302397125
3164,335162.14941171027
15207,156566.8380697586
5113,187608.16554484738
3929,139492.9799386192
14493,246140.11061798473
11110,200686.1873246213
2033,212934.33596688372
16057,209097.15604457032
16709,224964.78180875615
14313,156444.67820105553
1028,294161.5791296768
7187,99790.79625001461
3738,341469.3625229211
9869,313940.50397005124
12644,195731.85492873902
3686,117530.013526004
9196,254526.0318367524
12326,203183.20085097142
4936,208493.74822835482
13314,175302.19289723635
9857,330248.8392735415
519,202377.458842697
8410,177582.74441832685
1720,169249.21973926737
10341,217727.59789431829
14415,189414.79804287278
10613,317511.888357963
8027,241156.62137847173
15539,276214.22940446035
7431,270914.8793920217
1370,129815.74211206494
12708,155919.89586792496
2250,218397.45907051387
14758,141514.88798392843
8525,356744.9290599996
1538,296001.2158343835
1142,147537.10917471617
1152,238548.89688349847
9802,191571.2824878773
3331,320160.69475339714
15203,192509.4801294685
4247,176735.02980355822
1976,462603.71829290636
2346,171618.58587455162
10078,244465.6910785415
1938,213719.7503117823
7819,191722.15605837482
2168,243141.98318878125
15634,209460.893260546
8465,206962.9782887193
9313,175933.8767859481
6539,133301.32222874556
6325,102253.19383629343
13442,258424.7212695004
9967,217418.8580462343
7893,221512.6324191141
2861,193779.11877390125
11031,378521.4689720758
15073,122095.82349664332
13837,168001.42331305848
2524,245893.50019555393
8617,201146.77336784595
13513,199926.1300842501
3081,251020.24293045833
10675,334119.68480649893
1907,86213.15227146352
4872,245057.98885335348
16274,326764.7169930713
11837,233867.46361896992
16577,240152.3001947525
5231,318310.29324499285
11315,197616.2370437461
273,220417.53331046767
8363,209332.8986679861
4255,219655.74956503953
16330,252299.03876797014
11528,170779.27111877585
14799,266522.52873876446
1611,286641.39318291325
9234,175726.39048124492
1633,112364.38684556521
6791,221754.38207033597
11567,454555.1140707293
3070,218641.44169710152
12094,215727.20300788517
14335,395515.6121982697
137,167890.79348248726
7182,165569.69355102672
11718,189810.40628805966
5194,96417.70391139074
97,333761.8539391742
5118,460802.98527976446
13920,314604.73183039797
9952,193724.622254415
15337,205475.41743682793
10243,211920.39508371244
4048,339443.7891011163
171,205231.79518610786
11378,165722.5008600139
14190,172191.6297060618
15265,154244.78495068112
2740,144661.4660716134
5573,314086.67025352194
4481,208110.36742896496
2631,151750.75146070553
4984,247394.37518448965
16466,182998.04485051776
16716,124476.42742342135
15325,182500.5769327577
10115,179926.91865150182
117,436758.23733211437
5476,110990.30503249772
11757,176392.15240728113
12359,122042.20778276038
15546,189128.06177281536
8133,160419.9522903359
9018,309653.58068002487
2075,170323.4418390473
11170,283425.5228335822
15733,208210.0075719464
9280,149289.20206615073
10734,324715.46862873534
14071,160651.48136631073
7373,222847.8732062602
14736,166966.1665764012
3458,114794.26612046442
6183,166054.0224582649
7825,234117.0888684154
16775,179933.79597237852
5717,177426.03572300245
12397,131458.225501163
